phase,talker,behaviour,dialogue,nextPhases
0,player,,뭐 하나 물어봐도 되나요?,
0,로제,,대답하기 곤란하면 못할 수도 있어.,
0,player,,"어려운 건 아니고, 뮤지컬 배우가 된 이유가 궁금해서요.",
0,로제,,"하긴, 나도 어릴 적에는 내가 배우가 될 줄은 몰랐으니까.",
0,로제,,원한다면 들려줄게.,
0,로제,,난 어머니가 지어준 이름 ‘로제’ 말고는 부모님에 대해 아무것도 모르는 고아였어.,
0,로제,,마을의 폐가에 살면서 구걸한 음식으로 생계를 이어갔지.,
0,로제,,"어느 날, 마을 사람 중 춤이나 노래를 조금 한다 싶은 사람들이 연극을 준비했다며 사람들이 다 그쪽으로 몰려가더라고.",
0,로제,,난 늘 그렇듯 빵 한 조각이라도 얻어먹을 심산으로 그곳에 갔어.,
0,로제,,…그리고 그 무대가 내 인생을 바꿔놨어.,
0,로제,,무대 위에는 내가 구걸하러 집을 찾아갈 때마다 빵조각 몇 개를 늘 들려 보내주시는 아주머니가 있었어.,
0,로제,,"늘 고맙다고 생각은 했지만, 딱히 예쁘다거나 아름답다는 느낌이 들진 않았어.",
0,로제,,"그런데 그 아주머니께서, 직접 만들었는지 바느질도 어설픈 붉은 드레스를 입고 노래를 부르는 걸 보는데…….",
0,로제,,…그 순간만큼 마을의 허름한 무대가 아름다워 보인 적이 없었어.,
0,로제,,"일할 나이가 되자마자 도시로 가기 위한 돈을 벌기 위해 일을 했고, 밤에는 그 아주머니가 부르신 노래를 수도 없이 연습했어.",
0,로제,,"나중에 알았지만, 아주머니가 연기하신 역이 카르멘이었지.",
0,로제,,"19번째 생일을 맞던 날, 누구도 내가 성인이 된 줄 모르고 축하해주지 않았지만, 나한테 그런 건 일절 상관없었어.",
0,로제,,도시로 가는 게 나에게 있어선 제일 큰 선물이었으니까.,
0,로제,,그리고 올라온 지 얼마 안 돼 포스터에서 마을의 무대와는 비교도 안 되는 화려한 드레스를 입은 여성의 그림을 보게 됐어.,
0,player,,…그 포스터가?,
0,로제,,"네가 예상한 대로, 그건 카르멘을 연기할 배우를 뽑는 포스터였지.",
0,로제,,"나는 몇 번이고 연습한 노래를 불렀고, 입지도 않은 드레스가 보이는 것 같다는 평까지 들을 정도의 춤을 선보였어.",
0,로제,,하지만 난 그렇게 칭찬을 들어놓고도 배역을 얻어내지 못했어.,
0,player,,첫 무대의 의상은 카르멘의 의상이 아닌가요?,
0,로제,,맞아. 하지만 난 그 무대에는 서지 못했어.,
0,로제,,위안의 의미로 준 표를 받아 보러 간 공연에서는 흑발의 예쁘장한 아가씨가 카르멘을 연기하고 있었지.,
0,로제,,무대를 보는 순간 내가 떨어진 이유를 한 번에 알아차렸어.,
0,로제,,가사조차 제대로 외우지 못해 노래를 망친 저 배우를 누구도 질책하지 않았어.,
0,로제,,그녀의 외모는 완벽한 카르멘 그 자체였으니까.,
0,로제,,그녀야말로 사람들이 원하던 카르멘이었으니까.,
0,로제,,이런 더벅머리의 여자는 누구도 카르멘이라고 생각하지 않았어.,
0,player,,……괜찮아요?,
0,로제,,너무 신경 쓰지 마.,
0,로제,,"뭐, 결국 난 배우가 됐잖아. 그렇지?",
0,로제,,시간이 너무 많이 지났네. 다음에 다시 이어서 얘기할까?,
