phase,talker,behaviour,dialogue,nextPhases
0,,,(저 멀리 문지기가 보인다.),
0,*,Select,(빨간 손전등을 3번 깜빡인다.)|(망원경을 고정한 채 가만히 있는다.),1|2
1,말머리 성운,,신호를 잘 기억하고 있었구나. 다행이군.,
1,*,Next,,3
2,말머리 성운,,하아…… 처음이니 그럴수도 있지. 오해받을 수 있으니 다음부턴 그러지 말거라.,
2,*,Next,,3
3,말머리 성운,,…… 뭔가 고민이 있어 보이는구나. 무슨 일이라도 있는건가?,
3,player,,"아니요, 고민은 아닌데…… 입구를 지키는 일에 그렇게 목숨을 거실 만한 일인가 하는 생각이 들어서요.",
3,player,,저 문을 목숨을 걸고 지키시는 이유라도 있으신건가요?,
3,말머리 성운,,갑자기 그런 질문을…… 나라를 위해선 좋은 일이지.,
3,player,,무섭지는 않으신가요?,
3,말머리 성운,,뭐가 말인가?,
3,player,,"여러가지가요! 주위엔 언제 올지 모르는 적도 있고, 또 멧돼지 같은 야생동물들도 나오고, 그리고 또……",
3,player,,"하, 하여튼! 저라면 그렇게 목숨을 걸고 지킬 수는 없을 것 같아서요.",
3,말머리 성운,,…… 풉!,
3,player,,?? 왜 갑자기 웃음을……,
3,말머리 성운,,"미안하다. 그런 고민을, 당사자도 아닌 네가 끙끙거리며 하고 있었을 생각을 하니 나도 모르게 웃음이 새어나왔구나.",
3,말머리 성운,,"그래. 확실히 이 밖에는 불확실한 상황이 너무 많다. 언제는 잘 보이지도 않는 어둠 속에서 엄청 큰 소리로 떠드는 취객의 술주정을 10시간동안 들어준 적도 있었고,",
3,말머리 성운,,언제는 어디에 매복…… 숨어 있는지도 모르는 그림자가 침략할 것에 대비해 추운 날 24시간동안 야외에 서있기도 했지.<5>,
3,말머리 성운,,"힘들고 어렵고, 무엇보다 무슨 일이 올 지 모른다는 점에서 무섭긴 하다.",
3,말머리 성운,,하지만 그런 일이 무섭다고 내가 물러서면 이 나라는 누가 지키겠나?,
3,player,,하지만 다른 별들이 막아줄 수도 있는 거잖아요?,
3,말머리 성운,,다른 별들이 막으러 올 때까지 내가 손을 놓고 있는다면 이 마을은 누가 지키지?,
3,말머리 성운,,물론 다른 마을주민들이 지킬 수도 있겠지. 본인들의 마을을 지키기 위해서 말이다.,
3,말머리 성운,,하지만 그들은 민간인…… 일반적인 별들이다. 나나 다른 동료들은 받은 군사훈련을 받지 못한 자들이지.,
3,말머리 성운,,"적들이 침략하게 되면 그들이 막을 수 있는 것은 한계가 있을 거고, 결국 마을은 점령당할 것이다.",
3,말머리 성운,,"그리고, 그걸 넘어 그들이 점령한 이 곳을 거점 삼아 다른 곳들도 침략할 것이라는 건 군사학을 읽지 않아도 예측할 수 있는 부분이지.",
3,player,,다른 곳도 침략할 거라구요? 그냥 마을에서 다같이 잘 살 지는 않을까요?,
3,말머리 성운,,그들이 욕심이 없다면 그럴 수도 있지. 오히려 그렇다면 우리 역시 싸우지 않아도 되니 우리 입장에서도 고마운 일이다.,
3,말머리 성운,,하지만 '아닐 수도 있다'라는 상황도 얼마든지 있을 수 있기 때문에 그런 상황을 미리 차단하고자 저 입구를 지키는 것이다.,
3,player,,음…… 머리가 아프려고 그래요.,
3,말머리 성운,,모든 상황을 다 생각하려면 골치가 아플 수밖에 없다.,
3,말머리 성운,,"그런 골치 아픈 일이 생기지 않도록 하는 가장 좋은 방법은 외부 침입을 허용하지 않는 것이고, 그래서 나는 이 입구를 지키고 있는 거지.",
3,말머리 성운,,"오리온자리로의 침략을 막고, 마을을 수호함과 더불어 오리온자리의 평화를 지키는 것.",
3,말머리 성운,,"그게 나의, 문지기로서의 사명이니 말이다.",
