phase,talker,behaviour,dialogue,nextPhases
0,player,,오늘은 등불을 안들고 오셨네요?,
0,다크호스,,"그럴 수밖에 없었다. 그림자들이 입구로 들어가는지 볼 수 있는 가장 좋은 방법이 입구에 빛을 비추어 놓는 거고, 비출 수단은 등불밖에 없으니 말이다.",
0,다크호스,,그림자를 막는데 필요한 조치가 있으면 보고만 하고 알아서 조치하라고 얘기가 나왔다.,
0,다크호스,,그래서 말인데 너의 망원경도 최대한 이쪽을 보지 말았으면 한다. 전에도 얘기했다시피 내 위치가 그들에게 드러나면 곤란하니 말이다.,
0,다크호스,,나라를 지키기 위해서다. 부탁하마.,
0,player,,"하지만…… 저 망원경을 치우면 별을 볼 수 없을텐데, 그러면 너무 심심할 거 같아요.",
0,player,,게다가 저게 없다면 또 불쑥 튀어나오실 거잖아요? 누구냐! 하면서.,
0,다크호스,,윽…… 그건…… 아니라고는 못하겠군. 그럼 뭔가 좋은 방법이……,
0,다크호스,,…… 암호를 정하는 건 어떻겠는가?,
0,player,,암호면…… 서로만이 알아볼 수 있는 신호 같은 걸 정하자는 얘기신가요?,
0,다크호스,,그래. 남들은 인식하지 못하게 하면서 우리끼리는 알아볼 수 있는 신호를 정하면 서로를 알아보는 것이 쉬워질 것이다. ,
0,player,,아! 그렇네요! 그게 좋을 거 같아요.,
0,다크호스,,그럼 이제 문제는 암호를 어떻게 정할 것인가인데……,
0,다크호스,,"수신호는 주위가 어두우니 보이지 않을테고, 암구호를 관계자 이외의 민간인에게 발설하는 건 규율 위반인데……",
0,,,(무언가를 중얼거리던 다크호스는 소녀 쪽으로 돌아보았다.),
0,다크호스,,혹시 손전등이나 불빛을 낼만한 무언가가 있나?,
0,player,,할아버지가 쓰시던 손전등이 있긴 해요.,
0,다크호스,,그래? 어디 한 번 보자.,
0,다크호스,,흠…… 크기도 작고…… 게다가 붉은색 전구구나.,
0,player,,할아버지가 별을 보실 때 눈이 부시다고 그렇게 해놓으셨어요. 바꿔야 하나요?,
0,다크호스,,아니다. 오히려 붉은 게 더 낫다.,
0,다크호스,,지금부터 내가 하는 설명을 집중해서 잘 들어라. 다른 누군가가 들으면 안되는 사항이니 말이다.,
0,다크호스,,간단히 말하자면 이렇다. 망원경으로 내 쪽을 보려할 때 직접 보는 대신 그 손전등을 3번 깜빡여라.,
0,다크호스,,만약 내가 너를 볼 시간이 된다면 그 쪽으로 가도록 하지.,
