phase,talker,behaviour,dialogue,nextPhases
0,해왕성,,…….,
0,player,,……?,
0,player,,무슨 일 있으셨어요?,
0,해왕성,,…….,
0,해왕성,,……쪽팔려.,
0,*,Select,갑자기 왜요?|그럴 필요 없어요!,1|2
1,해왕성,,나 혼자 북 치고 장구 쳐서.,
1,*,Next,,3
2,해왕성,,그럴 일이 생겼어.,
2,*,Next,,3
3,해왕성,,얼마 전에 천왕성을 찾아가서 얘기를 좀 해보려 했거든.,
3,해왕성,,예전처럼 가깝게 지냈으면 좋겠다는 이야기를 하려 했어. 분명 처음에는 말이야.,
3,해왕성,,…….,
3,해왕성,,그런데 나도 모르게 이제 난 별로 중요하지 않냐는 식으로 말해버렸어.,
3,해왕성,,내가 열 살배기 애도 아니고 동생한테 투정이라니.,
3,해왕성,,……걔 그렇게 빵 터져서 웃는 거 처음 봤다.,
3,해왕성,,나는 왜 그런 식으로 말을 해서…….,
3,해왕성,,"그 뒤에 동생이 뭐라고 물어봤던 것 같은데, 상태가 상태인지라 썩은 표정이 나왔어.",
3,해왕성,,그러고 나니 뭔가 더 어색해진 기분이야.,
3,해왕성,,그래도 천왕성은 요즘 대화가 늘어서 좋다고 하더라.,
3,해왕성,,그리고 나한테 한마디 덧붙여줬어.,
3,해왕성,,자신에게 있어서 1순위는 나라고.,
3,해왕성,,0순위는 명왕성이라는 말과 함께.,
3,player,,(…….),
3,해왕성,,근데 나도 마찬가지라 뭐라고는 못하겠더라.,
3,해왕성,,솔직히 쌍둥이라 해도 지켜야 할 선이 있는 법이야. 그 사랑스러운 동생을 어떻게 누구 아래 순위로 둬.,
3,player,,(……쌍둥이가 똑같네.),
3,해왕성,,"뭐, 어쨌든 깨달은 건 많아.",
3,해왕성,,걔와 난 다르지만 같은 점이 많을 수밖에 없지.,
3,해왕성,,우선은 쌍둥이니까.,
3,해왕성,,"사람도 아닌데 쌍둥이가 뭔 소용이냐고 할 순 있지만, 원래 쌍둥이는 닮은 거니까. 사람들도 그렇듯이.",
3,해왕성,,"우리가 사람과 같은 방식으로 태어나지 않더라도, 훨씬 오래 산다 하더라도 말이야.",
3,해왕성,,"그러고 보니 이번엔 카이퍼 벨트 밖으로 간다는데, 아예 다른 은하로 다녀오는 건가.",
3,해왕성,,책 좀 챙겨줘야겠네. 근처 은하로 가는 방법을 서술해둔 것도 있으니까.,
3,해왕성,,그래도 아직 아쉬운 점이 한 가지 있어.,
3,player,,뭔데요?,
3,해왕성,,대체 천왕성은 왜 나를 언니라고 안 불러주는 걸까.,
3,player,,…….,
3,해왕성,,"언니라는 호칭 붙여달라고 할 때마다 시비 걸지 말라고 하는데, 난 상당히 진지하다고.",
3,해왕성,,이건 자존심과는 상관 없이 호의로 해줄 수 있는 일이잖아.,
3,player,,(오히려 더 사이가 안 좋아진 것 같은데…….),
3,해왕성,,그래도 비교적 예전보단 편하게 말하게 된 것 같아.,
3,해왕성,,"하지만 정신적 타격을 입었다는 건 변하지 않았으니, 상당한 힐링이 필요해.",
3,해왕성,,오늘은 노래 좀 듣는 대신 명왕성 보러 가야겠다.,
3,해왕성,,"아니다, 그냥 앨범들을 통째로 들고 가서 명왕성이랑 같이 들어야지.",
3,해왕성,,다음에 또 올게. 나중에 봐.,
