phase,talker,behaviour,dialogue,nextPhases
0,해왕성,,저번에 천왕성이 먼저 찾아왔었어.,
0,player,,(갑자기?),
0,*,Select,동생분께서 무슨 얘기를 하셨는데요?|먼저 찾아가신다고 하지 않으셨어요?,1|2
1,해왕성,,내가 좋아하는 게 뭔지 물어보더라고.,
1,해왕성,,눈을 엄청 반짝이던데. 무슨 바람이 들었던 건지.,
1,*,Next,,3
2,해왕성,,"음, 그러려고 했는데…….",
2,해왕성,,내가 출발하려 하기도 전에 먼저 왔더라고. 갑자기 내가 좋아하는 걸 묻더라.,
2,*,Next,,3
3,해왕성,,내 취미를 이야기해줬지. 태양계 밖에 관한 책을 읽는다거나.,
3,해왕성,,왜 놀러 가는 걸 싫어하냐고 묻길래 난 돌아다니다 보면 쉽게 지친다고 얘기해줬어.,
3,해왕성,,걘 정말로 내가 막상 놀러 가면 좋아할 줄 알고 권했더라고.,
3,해왕성,,쌍둥이인 주제에 우린 참 다르단 말이야.,
3,해왕성,,난 걔가 먼저 그런 말을 해줄지는 상상도 하지 못했어.,
3,해왕성,,난 어릴 적에 우리가 정말 닮았다고 생각했었어.,
3,해왕성,,하지만 크면 클수록 걔와 난 정말 다르다는 걸 깨달았지.,
3,해왕성,,그런데 지금 보니 꽤 닮은 점이 많더라고.,
3,해왕성,,이렇게 무작정 찾아와서 대화하는 건 내가 생각했던 방법이었거든.,
3,해왕성,,어쩔 수 없나. 어릴 때부터 제일 친한 친구이자 가족이었으니까.,
3,해왕성,,이런 면에서 닮는지도 모르지.,
3,해왕성,,걘 어릴 때 기억은 하려는지 모르겠다.,
3,*,Select,당연히 기억하겠죠.|제일 친한 친구이자 가족이라면서요?,4|%
4,해왕성,,넌 대화하다 보면 신기할 정도로 단호한 구석이 있네.,
4,해왕성,,나보다 몇 억 년은 어린데 말이야.,
4,해왕성,,"음, 표정 풀어. 나쁜 뜻으로 한 말은 아니었으니까.",
4,*,Next,,6
5,해왕성,,응.,
5,해왕성,,걔는 친구가 많으니 순위가 바뀌었을 수도 있지. 100위권 밖까지 밀려났을 수도.,
5,*,Next,,6
6,해왕성,,다음에는 내가 먼저 찾아가야지. 관계를 돌리려면 둘의 노력이 모두 필요하니까.,
6,해왕성,,……간 김에 추천할 책들 좀 들고 갈까.,
6,player,,(좋아하진 않을 것 같은데.),
6,해왕성,,농담이니까 흘려들어.,
6,해왕성,,걔한테는 가만히 앉아서 별에 관한 책을 읽는 것보다 그 별로 직접 찾아가는 게 더 좋을 테니까.,
6,해왕성,,"일단은 진이 빠졌으니까, 좀 쉰 다음에 찾아가야겠다.",
6,해왕성,,맞다. 여기 앨범. 조용한 노래 좋아할 것 같아서 피아노 음반 위주로 가져왔어.,
6,해왕성,,그럼 난 쉬러 가볼게.,
6,해왕성,,잘 있어.,
