phase,talker,behaviour,dialogue,nextPhases
0,글리제,,안녕!,
0,player,,…안녕?,
0,글리제,,오랜만이지? 잘 지냈어? 심심하진 않았고?,
0,글리제,,"…미안. 밝게 얘기하려고 했는데, 안 되겠네.",
0,글리제,,밝지 않은 사람은 밝은 척을 하는 게 참 힘들어. 그렇지?,
0,글리제,,지상에서 평생을 그런 식으로 살았는데도 전혀 익숙해지지 않아.,
0,player,,편하게 이야기해도 괜찮아. 하고 싶은 이야기 다 해도 돼.,
0,글리제,,…고마워.,
0,글리제,,"음, 나한텐 저번에도 말했듯이 부모님이랑 오빠가 있었어.",
0,글리제,,부모님은 시계를 주로 다루는 공학자였지.,
0,글리제,,"부모님은 매일 아침 마을 중앙을 차지하는 시계 위로 올라가 장치가 괜찮은지 확인하는 일을 했고, 오빠랑 나는 그런 부모님을 자랑스러워했어.",
0,글리제,,마을 어디에서든 들리도록 높은 곳에 종이 달려있었거든.,
0,글리제,,…물론 마을 사람들은 고작 시계 고치는 일이라며 우리 집을 하대하긴 했지만.,
0,글리제,,그러던 와중 어느 날 오빠가 마을 사람들에게 심심하다는 이유로 맞아 만신창이가 되어 온 적이 있었어.,
0,글리제,,그런데 아버지는 걱정하기는커녕 그 상처를 오히려 영광으로 여기라 말했지.,
0,글리제,,마치 그런 태도가 우리가 이겨내야 하는 숙명이라도 되는 것처럼.,
0,글리제,,그때 난 부모님이 시계밖에 모른다는 사실을 깨달았어.,
0,글리제,,…지금 생각하면 시계 수리를 멋대로 하찮은 일이라고 정해버리는 마을 사람들의 잘못도 있었지만.,
0,글리제,,"난 아버지를 미워했지만, 그래도 동시에 자랑스러웠어. 어찌 보면 우리를 위해 묵묵히 일하신 거니까.",
0,글리제,,"그래서 나도, 오빠도 아버지 같은 사람이 되겠다고 생각했어.",
0,글리제,,…그때까지만 해도 참 행복했는데.,
0,글리제,,그러던 어느 날 주민들이 우리 집을 찾아왔어.,
0,글리제,,"보통은 사람들이 우릴 찾아올 일이 없었기 때문에, 혹시 오빠에게 했던 것처럼 우리 가족 모두를 해코지하려고 오나 싶었지.",
0,글리제,,…그리고 난 그 자리에서 아버지의 부고를 들었어.,
0,,,(글리제의 손이 떨리고 있다.),
0,player,,힘들면 더 이상 말하지 않아도 돼.,
0,글리제,,"…괜찮아. 괜찮으니까, 그냥 들어줘.",
0,글리제,,"아버지는, 종을 수리하려고 올라가시다 그대로 떨어져 즉사했어.",
0,글리제,,"그 뒤 모든 일은 어머니의 몫이 되었고, 이후로 우리가 어머니의 앞모습을 보는 일은 그 후로 거의 없었어.",
0,글리제,,"오빠는 모든 집안일을 도맡아 했고, 어머니는 미친 사람처럼 일에만 매달렸어.",
0,글리제,,…어머니에게 있어 가족은 아버지가 전부였던 걸까?,
0,*,Select,너희도 분명히 가족으로 생각했을 거야.|어머니도 힘드셨을 거야.,1|2
1,글리제,,…가족은 다른 가족이 떠났다고 남은 가족을 외면하지 않아.,
1,*,Next,,3
2,글리제,,"…알아. 어느 정도는 이해하고 있어. 머리로는 되는데, 마음으로는 안되네.",
2,*,Next,,3
3,글리제,,"아버지가 돌아가신 지 몇 달 뒤, 어머니가 온종일 작업실에서 나오지 않는 날이 있었어.",
3,글리제,,…걱정하던 오빠가 어머니를 데리러 갔을 때는 어머니가 이미 쓰러져 죽어있었어.,
3,글리제,,의사 말로는 과로사였던 것 같대.,
3,글리제,,"어머니의 죽음도 괴로웠지만, 내가 제일 버틸 수 없었던 건…",
3,글리제,,…오빠마저도 어머니의 죽음 이후 작업실에서 매달렸다는 거야.,
3,글리제,,오빠마저도 죽을 것 같아서.,
3,글리제,,나마저도 그렇게 되어버릴 것 같아서.,
3,글리제,,"정말, 정말 괴로운 기분이 들었어.",
3,글리제,,난 그날부로 집을 나오겠다고 선언했어.,
3,글리제,,"공학을 제대로 배우겠다며 도시로 떠났고, 마을 사람들은 오빠를 버린 매정한 동생이라며 욕을 해댔지.",
3,글리제,,그런데 오빠는 너만은 하고 싶은 일을 하라며 집에 있던 모든 돈을 나에게 줬어.,
3,글리제,,그런 오빠를 혼자 내버려 두고 떠났어.,
3,글리제,,"잠깐만 다시 만날 수 있다면, 정말 미안했다고 말할 수 있을 텐데.",
3,글리제,,그때의 난 대체 무슨 생각으로 그렇게 매정하게 떠났을까.,
3,*,Select,(글리제를 꼭 안는다.)|(글리제의 손을 꼭 잡아준다.),4|5
4,글리제,,…오빠를 혼자 두고 간 내가 너무 미워.,
4,글리제,,왜 그랬는지 모르겠어.,
4,,,(눈물을 흘리며 소녀를 한참 동안 더 끌어안는다.),
5,글리제,,위로해줘서 고마워.,
5,글리제,,그리고 마음 쓰이게 해서 미안해.,
5,,,(눈에 눈물이 고여있음에도 억지로 웃고 있다.),
