phase,talker,behaviour,dialogue,nextPhases
0,player,,글리제의 부모님은 어떤 사람이었어?,
0,글리제,,미련 맞은 사람들.,
0,player,,응?,
0,글리제,,자기 일밖에 모르는 사람들이었어. 특히 아버지.,
0,player,,좋은 말은 아니네.,
0,글리제,,좋은 말이 나올 수 없지. 애들 둘 남겨놓고 먼저 떠나버린 사람들인데.,
0,글리제,,물론 부모님도 그러고 싶어서 그러신 건 아니었겠지만…,
0,글리제,,…언젠가는 일이 아니라 우리도 쳐다봐주지 않을까 생각했어.,
0,*,Select,시계는 부모님의 유품인 거야?|부모님이 미워?,1|2
1,글리제,,"아, 그건 아니야.",
1,글리제,,차라리 부모님이 이걸 만드는 데 성공했다면 덜 불행했을 텐데.,
1,*,Next,,3
2,글리제,,…밉다 못해 원망스러운 적도 있었지.,
2,글리제,,지금은 미워할 사람이 아닌 걸 알지만.,
2,글리제,,"그래도, 나중에 다시 보게 된다면 왜 그랬냐고 울면서 뭐라 할 것 같아.",
2,*,Next,,3
3,,,(글리제의 얼굴이 울기 직전의 표정으로 일그러진다.),
3,player,,…떠올리게 해서 미안해.,
3,글리제,,네가 의도한 게 아니잖아. 괜찮아.,
3,글리제,,"그리고, 솔직히 말하면 이 이야기를 누군가에겐 털어놓고 싶었어.",
3,글리제,,네가 있어서 다행이네.,
3,player,,정말 괜찮아?,
3,글리제,,아무렇지 않다면 거짓말이겠지?,
3,글리제,,그래도 너무 걱정하지 마. 그렇게 심각한 정도는 아냐.,
3,글리제,,미안. 재미있는 이야기들만 들려주고 싶었는데.,
3,글리제,,이러다 다음에 올 때 못 할 얘기들까지 전부 꺼내놓으면 어떡하지.,
