phase,talker,behaviour,dialogue,nextPhases
0,글리제,,여긴 시계가 없나?,
0,player,,시계는 왜?,
0,글리제,,시계가 얼마나 바뀌었는지 보고 싶어서.,
0,글리제,,내가 마지막으로 본 건 손안에 들어오는 크기의 회중시계였거든.,
0,player,,"시계가 따로 있긴 하지만, 보통 시간은 휴대전화라는 다른 기계로 쉽게 확인할 수 있어.",
0,글리제,,시간을 알려주는 기계가 따로 있는 게 아니라?,
0,,,(고개를 끄덕인다.),
0,글리제,,"음, 바보 같은 질문을 했네. 그럼 시계는 이제 장식품에 불과한 건가.",
0,player,,그렇다고 시계가 쓸모없는 건 아니야.,
0,글리제,,시간을 알려주는 역할은 사라졌다고 봐도 무방하지.,
0,*,Select,혹시 실망했어?|그 정도는 아니야.,1|2
1,글리제,,그런 거 아냐. 그렇게 세상이 발전하는 거니까.,
1,*,Next,,3
2,글리제,,"그래? 그렇지만, 나라면 이런 상황에서는 시계를 쓰지 않을 것 같아서.",
2,*,Next,,3
3,player,,시계를 궁금해하는 이유는 앉아있는 시계와 관련이 있는 거야?,
3,글리제,,…….,
3,글리제,,꼭 그런 건 아니고.,
3,글리제,,사실 우리나라에서 가장 먼저 회중시계를 발명한 게 나거든.,
3,글리제,,"뭐, 꼭 나 혼자 발명했다고 할 수는 없지만, 갖고 다닐 수 있을 정도로 작은 시계가 탄생한 건 내 덕도 있지.",
3,player,,혹시 넌 공학자야?,
3,글리제,,"비슷해. 전문적인 교육을 받은 건 아니지만, 개발한 물건은 꽤 많다고.",
3,글리제,,"그래서 말인데, 혹시 나중에 기계에 관련된 책이나 자료 같은 걸 구해준다면 내 이야기를 더 들려줄게.",
3,글리제,,이 정도 조건은 괜찮지?,
