phase,talker,behaviour,dialogue,nextPhases
0,player,,오늘은 시계가 없네?,
0,글리제,,앉을 곳이 필요할 때만 크기를 키우는 것뿐이야. 평소에는 들고 다녀.,
0,,,(그녀의 목에 작은 시계가 걸려있다.),
0,글리제,,나한텐 많이 중요한 거라 다른데에 두고 다니지는 않아.,
0,player,,왜 중요한지 물어봐도 될까?,
0,글리제,,…….,
0,글리제,,미안. 말을 꺼내기가 좀 어려워서.,
0,글리제,,"말해주지 않겠다는 건 아니야. 다만, 내가 좀 더 준비됐을 때 꺼내고 싶은 이야기거든.",
0,글리제,,사실 지상에 있을 때도 이 내용을 말한 적은 없어.,
0,글리제,,"아, 그러고 보니 이젠 누구한테 말해도 상관없겠구나.",
0,player,,"이야기 꺼내서 미안, 무리하지 않아도 돼.",
0,글리제,,아냐. 어차피 나랑 얘기하다 보면 자연스레 알게 될 일 중 하나니까.,
0,글리제,,그냥 우울한 이야기는 최대한 미루고 싶어서 그래.,
0,player,,시계를 만들었다고 했지?,
0,글리제,,응. 어렸을 때부터 시계에 관해서는 보고 들은 게 많았거든.,
0,글리제,,부모님도 시계에 관련된 일을 하셨었고.,
0,player,,부모님도?,
0,글리제,,응. 그래서 오빠랑 나도 그 일을 잇길 원하셨어.,
0,글리제,,"하지만 그때 부모님이 다룬 건 지금처럼 톱니바퀴로 움직이는 시계가 아니라 물시계에 가까웠지. 뭐, 낮이 되면 마을 전체에 소리가 울리는 그런 시계 말이야.",
0,글리제,,물을 이용하면 작게 만들지는 못해도 시계 기능을 하게 할 수는 있거든.,
0,*,Select,복잡한 얘기네.|들어본 것 같아.,1|2
1,글리제,,네가 나한테 조금만 배워도 이해할 수 있을 거야. 옛날 기계의 원리는 요즘 학생들한테는 쉬운 내용이거든.,
1,player,,기회가 된다면 부탁할게.,
2,글리제,,"그래? 혹시 공학에 관심 있으면 언제든지 물어봐. 가르치는 건 익숙하진 않지만, 특별히 가르쳐줄 수도 있어.",
2,player,,나야 고맙지.,
