phase,talker,behaviour,dialogue,nextPhases
0,수알로킨,,"꼬마, 너는 진짜야?",
0,player,,네? 갑자기 그게 무슨……,
0,수알로킨,,묻는 말에 대답이나 해줘! 진짜야? 가짜야?,
0,*,Select,당연히 진짜죠. 무슨 질문이 그래요?|수알로킨은 진짜예요?,1|1
1,,,(수알로킨은 진지하던 얼굴을 풀고 갑자기 웃음을 터뜨렸다.),
1,수알로킨,,"하하, 미안. ",
1,수알로킨,,갑자기 내가 무슨 헛소릴 하는 거람. ,
1,수알로킨,,너는 진짜겠지. ,
1,수알로킨,,"그래, 그런 걸 꺼야.",
1,수알로킨,,그러니 저번에도 내 생각대로 반응하지 않았던 거고.,
1,,,(수알로킨은 조용히 생각에 빠졌다. 이윽고……),
1,수알로킨,,흐음……,
1,player,,……,
1,수알로킨,,하아……,
1,,,(수알로킨이 노골적이다시피 한숨을 쉬어보이고 있다.),
1,*,Select,무슨 일 있어요?|……,2|2
2,수알로킨,,"아니, 들어봐.",
2,수알로킨,,분명 예전에 자주 찾아오던 친구가 있었단 말이야?,
2,수알로킨,,그 친구가 얘기하길 자기는 천문학자라고 하는거야.,
2,수알로킨,,"나는 그 때까지 천문학자가 뭔지도 몰랐으니, 그 친구는 상상이 아닌 거지.",
2,수알로킨,,"진짜'인, 그것도 인간인 친구가 나타났던 거야.",
2,수알로킨,,그 친구 이름이…… 아마 '니콜로'였던가? 뒤에 뭔가 더 있었던 거 같은데 너무 어려워서…… 헤헤.[1]<5>,
2,수알로킨,,그런데 연락이 뜸해진지 너무 오래 되어서 이젠 친구인지도 잘 모르겠어. ,
2,수알로킨,,먼저 찾아오지 않으면 연락할 방도도 없는데~ ,
2,수알로킨,,정말이지~ 어떻게 해야 좋담. ,
2,player,,친구분은 어떤 분이었어요?,
2,수알로킨,,글쎄~ 되게 다정한 사람이었는데. ,
2,수알로킨,,이젠 얼굴도 잘 기억이 안 나네. ,
2,수알로킨,,그래도 그 친구는 절대 잊지 않아!,
2,수알로킨,,왜냐하면 내가 처음 사귄 '진짜' 친구였고!,
2,수알로킨,,그리고…… 걔가 나한테 이름을 지어줬거든.,
