phase,talker,behaviour,dialogue,nextPhases
0,글리제,,여긴 시계가 없나?,
0,player,,시계는 왜?,
0,글리제,,얼마나 바뀌었는지 보고 싶어서. 내가 마지막으로 본 건 손안에 들어오는 크기의 회중시계였거든.,
0,player,,"시계가 방에 따로 있긴 하지만, 보통 갖고 다니는 기계에는 전부 시간이 나와 있어.",
0,글리제,,시간을 알려주는 기계가 따로 있는 게 아니라……?,
0,player,,(나는 고개를 끄덕였다.),
0,글리제,,"음, 바보 같은 질문을 했네. 그럼 시계는 이제 장식품에 불과한 건가.",
0,player,,"그, 그렇다고 시계가 쓸모없는 건 아니야.",
0,글리제,,시간을 알려주는 역할은 사라졌다고 봐도 무방하지.,
0,*,Select,……|그 정도는 아니야.,1|2
1,글리제,,대답하지 않아도 괜찮아. 세상은 그렇게 발전하는 거니까.,
1,*,Next,,3
2,글리제,,그래? 그렇지만 나라면 그런 상황에선 시계를 쓰지 않을 것 같아서.,
2,*,Next,,3
3,player,,시계에 집착하는 이유는 앉아있는 시계와 관련이 있는 거야?,
3,글리제,,"미안, 못 들었네. 다시 말해줄래?",
3,player,,…… 아무것도 아냐.,
3,글리제,,"뭐, 꼭 나만 발명했다고 할 수는 없지만, 갖고 다닐 수 있을 정도로 작은 시계가 탄생한 건 내 덕도 있지.",
3,player,,혹시 넌 공학자야?,
3,글리제,,"비슷해. 막 전문적인 교육을 받은 건 아니지만, 개발한 물건은 꽤 많다고.",
3,글리제,,"그래서 말인데, 혹시 나중에 관련된 책이나 자료 같은 걸 구해준다면 재밌는 이야기를 더 들려줄게. 괜찮은 조건일까?",
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
