phase,talker,behaviour,dialogue,nextPhases
0,player,,아케르? 오늘 어째 표정이 안 좋은데.,
0,아케르나르,,…그럴 리가.,
0,player,,무슨 일 있어?,
0,아케르나르,,무슨 일 없는데? 왜 그래?,
0,,,(치맛자락을 쥔 손 위로 힘줄이 보인다.),
0,player,,아케르. 손에 힘이 너무 들어갔어. 손 다치겠다.,
0,아케르나르,,아. 치마 다 구겨졌다.,
0,아케르나르,,…….,
0,아케르나르,,미안. 오기 전에 안 좋은 꿈을 꿨거든. 그래서 그런가 봐.,
0,*,Select,땅 위에서 있었던 일에 대한 거야?|누구와 관련된 꿈인데?,1|2
1,아케르나르,,응. 정확히는 내가 별이 되기 조금 전의 이야기지.,
1,*,Next,,3
2,아케르나르,,예전 내 가족들. 아빠와 오빠들이 나오는 꿈이었어.,
2,*,Next,,3
3,아케르나르,,사실 난 별이 되기 전날에 죽기로 예정되어 있었어.,
3,player,,병에 걸렸던 거야?,
3,아케르나르,,그건 아니야.,
3,아케르나르,,차라리 그랬다면 다행일 텐데.,
3,아케르나르,,…나는 사형일을 하루 앞둔 사형수였어.,
3,아케르나르,,절도죄였어. 나라의 보물로 불리던 물건을 몰래 훔쳤거든.,
3,*,Select,아케르는 그럴 사람이 아니잖아.|나라의 보물?,4|5
4,아케르나르,,때로는 악의가 아니라 무식이 죄의 원인이 되기도 하지.,
4,아케르나르,,대가는 동등하게 따라오지만.,
4,*,Next,,6
5,아케르나르,,우리 집에 있던 물건이었어.,
5,아케르나르,,나는 그게 나라의 보물로 취급되는지는 몰랐지만.,
5,*,Next,,6
6,아케르나르,,우리 아버지는 나라의 제사를 지내는 사람이었어.,
6,아케르나르,,그래서인지 우리 집 창고에는 나라에 중요한 일이 있기 전 치르는 제사에 사용하는 술병이 있었지.,
6,아케르나르,,나는 그게 어떤 물건인 줄 모르고 몰래 가져갔었어. 하지만 금방 필요가 없어져서 다시 돌려놓았지.,
6,아케르나르,,그런데 내가 잠시 그걸 가져갔단 걸 알아낸 오빠들이 내가 다른 나라에 술병을 몰래 팔아서 돈을 벌려고 했다는 소문을 주변에 냈어.,
6,아케르나르,,고작 13살짜리 아이가.,
6,아케르나르,,하지만 이런 중대한 사안에 나이가 무슨 소용이겠어. 왕궁 내에서는 우리 가문을 멸문하겠다는 이야기까지 나왔었어.,
6,아케르나르,,그래서 아빠랑 오빠들은 나를 사형대에 보내고서라도 국가에 용서를 빌려고 했대.,
6,아케르나르,,이게 끝이야. 생각보다 뻔해서 재미없었지?,
6,아케르나르,,"생각해보면, 오빠들은 아마 내가 싫었던 것 같아.",
6,아케르나르,,내가 늘 귀찮고 민폐만 끼치는 존재였으니까 그랬을 거야.,
6,아케르나르,,"눈치 없이 아빠의 사랑을 받으면서도 본인들을 신경 쓰지 않는, 하지만 애정은 끊임없이 갈구하는 철없는 막내.",
6,아케르나르,,……별이 되어서마저 그런 존재가 되고 싶진 않은데.,
6,player,,"하지만, 아케르.",
6,*,Select,네 행동은 오빠들이 널 싫어할 이유가 되지 못해.|네가 오빠들에게 사랑받지 못한 건 네 잘못이 아니야.,7|8
7,player,,너는 오빠들한테 실례될 어떤 행동도 하지 않았어.,
7,player,,"설사 그랬다 해도, 너에게 누명을 씌우고 죽음으로 몰아넣은 건 어떤 이유로도 설명될 수 없는 악행이야.",
7,*,Next,,9
8,player,,너를 제대로 바라보지 않은 건 오빠들이야.,
8,player,,네가 자책할 필요 없어. 모든 사람이 가족이라는 이유로 애정을 갖는 건 아냐.,
8,player,,그러니까 네가 가족들 사이에서 민폐를 끼쳐서 당연히 받아야 할 사랑을 받지 못했다는 말은 하지 마.,
8,*,Next,,9
9,아케르나르,,…….,
9,아케르나르,,고마워.,
9,아케르나르,,그러고 보니 멜리크가 땅 위에 있을 때 비슷한 말을 해준 적이 있었지.,
9,아케르나르,,네 잘못은 아무 것도 없다고.,
9,아케르나르,,"그냥 위로하려고 해준 말이라고 생각했는데, 다른 사람을 통해 들으니 그렇지 않을 수도 있겠다 싶네.",
9,아케르나르,,다음에 또 올게. 오늘은 정말 고마웠어.,
