phase,talker,behaviour,dialogue,nextPhases
0,주벤엘게누비,,으음…… 이게 아닌데……,
0,player,,무슨 문제라도 있으신가요? 종이를 빤히 들여다보고 계셔서요.,
0,주벤엘게누비,,"아, 별거 아닙니다. 옮겨 적은 것 중에 오탈자가 있나 검토하고 있었는데 틀린 게 너무 많아서 다시 검토하고 있었습니다.",
0,*,Select,제가 도와드릴까요? 오타 찾는 거라면 자신 있어요.|아…… 오타 찾는 거라면 도와드리기 조금 힘들겠네요……,1|2
1,주벤엘게누비,,"아, 그러면 조금만 부탁드려도 되겠습니까? 여기 괄호로 묶은 이 부분에서 틀린 글자들을 찾아 체크만 해주시면 됩니다.",
1,player,,"으악, 꽤 많네요.",
1,주벤엘게누비,,"하하, 하기 싫으시면 안 하셔도 됩니다.",
1,player,,"아, 아니에요. 도와드리겠다고 했으니까요. 네, 한 번 해볼게요.",
1,player,,외않되는 것인지'…… 우와…… 엄청 틀리셨는데요? 한 문장 읽었는데 오타가 3개나 나왔어요.,
1,주벤엘게누비,,그 정도로 많이 틀렸나요? 어휴……,
1,*,Next,,3
2,주벤엘게누비,,하하! 신경 써주지 않으셔도 됩니다. 저야말로 실례했습니다.,
2,player,,"……어, 이거 '배개'가 아니라 '베개', 아니에요?",
2,주벤엘게누비,,"아, 맞네요! 이런, 못 보고 넘어갈 뻔했습니다.",
2,*,Nest,,3
3,player,,뭔가 집중이 잘 안 되는 거 같아 보이시는데요. 저도 가끔 집중 못 하면 맞을 시험 문제도 틀리곤 하거든요.,
3,주벤엘게누비,,아무래도 그런 거 같습니다. 계속 머릿속에 맴돌아서……,
3,player,,머릿속에 맴돈다고요? 뭐가요?,
3,주벤엘게누비,,"아, 별 건 아닙니다. 그냥 고양이 인형인데, 별로 원하거나 하지는 않는데 자꾸 생각나고 그러네요.",
3,player,,고양이 인형이요?,
3,주벤엘게누비,,"네. 인형뽑기 기계에서 본 건데 엄청 귀엽고, 또……",
3,player,,앗! 오타요!,
3,주벤엘게누비,,헛! 하아…… 또 넘어갈 뻔했네요. 아무래도 좀 쉬어야 할 것 같습니다.,
