phase,talker,behaviour,dialogue,nextPhases
0,주벤엘게누비,,…… 죄송합니다. 저번엔 못 볼 꼴을 보여드렸습니다.,
0,player,,"아, 아니에요! 조금 당황스럽긴 했지만…… 괜찮아요.",
0,player,,인형뽑기에 그만큼이나 쓰시고도 못 뽑은 거일 줄 알았을 땐 조금 충격적이었지만요……,
0,player,,그 정도면 누구나 한 번쯤은 그런 생각을 할 수도 있죠.,
0,주벤엘게누비,,"아니요. 적어도 저에게 있어선, 그런 일은 있을 수 없는 일입니다.",
0,player,,그런 일은 있을 수 없다고요? 하지만 그런 생각을 하는 거 정도는 자연스럽게 할 수 있다고 생각하는데요.,
0,주벤엘게누비,,저는 단순히 제 욕구만을 위해 범법행위를 저지르려 했습니다.,
0,player,,저지르려 하셨다고는 해도…… 생각만 하신 거잖아요? 바로 망치를 들고 달려가거나 그러신 것도 아니고요.,
0,주벤엘게누비,,법을 따르고 정의를 실현하는 것에 반하는 것.,
0,주벤엘게누비,,"그런 생각을 하는 것 자체가 '미수'요, 범법행위입니다.",
0,*,Select,생각하는 것 자체가 법을 위반하는 거라고요?|너무 과장되게 생각하시는 거 같은데요?,1|2
1,주벤엘게누비,,그런 마음을 먹었다는 것은 잠재적으로 그런 일을 저지를 가능성이 있다는 것이니까요.,
1,*,Next,,3
2,주벤엘게누비,,과장된 일이 아닐 수도 있습니다. 그런 마음을 먹는다는 것 자체가 언젠가는 그런 일을 할 수도 있다는 의미를 내포하고 있으니까요.,
2,*,Next,,3
3,주벤엘게누비,,사실 최근에 이런 경우가 빈번해지고 있어 고민입니다. 저도 왜 그러는지는 잘 모르겠지만……,
3,주벤엘게누비,,예전에는 그런 생각들도 잘 참고 그랬는데…… 점점 자제력을 잃어가는 거 같습니다.,
3,player,,음…… 제 생각엔 오히려 너무 자제하고 계신 거 아닌가 하는 생각이 드는데요.,
3,주벤엘게누비,,너무 자제한다니…… 그럼 그런 일들을 막 하고 다녀도 된다는 얘기십니까?,
3,player,,"제가 얘기하고 싶은 건 한두 번 생각난 것 중에, 남에게 폐를 끼치지 않는다면 해도 된다는 얘기에요.",
3,player,,뭔가 정말 원하는 게 있거나 하고 싶은 게 있는데 그걸 못 했을 때 드는 아쉬움을 참는다는 것 자체가 사실 이해가 잘 안 돼요.,
3,player,,만약 저였다면 아쉬움을 참는 건 둘째치고 정말 하고 싶거나 가지고 싶은 게 있는데 계속 참는다면 금방 모든 하는 일에 집중이 잘 안 되고 그것만 생각나게 될 거예요.,
3,주벤엘게누비,,요새 그런 걸 겪는 경우가 많아지긴 했습니다……,
3,player,,아마 주벤엘게누비 님이 너무 참고 계셔서 그런 거일 수도 있어요. 한 번 자신한테 솔직해져 보는 건 어때요?,
3,주벤엘게누비,,만약 생각나는 것이 범법행위라면……,
3,player,,당연히 범법행위는 안되죠! 하지만 '인형뽑기 기계를 치면 안 된다'라는 법은 없잖아요?,
3,주벤엘게누비,,그건…… 그렇죠…… 그렇군요. 그건 생각 못 한 부분입니다.,
3,주벤엘게누비,,아무래도 제가 생각하고 있는 것 중에 그런 일들이 있는지 다시 한 번 생각해봐야겠습니다.,
